"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Charlie's Angels ",94,"McG",368,"Bill Murray",13000,"LL Cool J",1000,"Kelly Lynch",466,181,643,145350,15419,0,"booty shake|box office hit|duct tape over mouth|first part|martial arts",0,"Color","Action|Adventure|Comedy|Crime|Thriller",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0160127/?ref_=fn_tt_tt_1",125305545,9.2e+07,5.5
"Bram Stoker's Dracula ",155,"Francis Ford Coppola",0,"Keanu Reeves",18000,"Anthony Hopkins",12000,"Gary Oldman",10000,181,654,143835,42220,14000,"dracula|horror movie remake|maze|monster sex|vampire",0,"Color","Fantasy|Horror|Romance",1992,"English","USA","R",1.85,"http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1",82522790,4e+07,7.5
"Screwed ",81,"Scott Alexander",25,"Sarah Silverman",931,"Dave Chappelle",744,"Sherman Hemsley",654,29,69,6965,3848,262,"chauffeur|disorganized crime|dog|ransom|slapstick",0,"Color","Comedy|Crime",2000,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0156323/?ref_=fn_tt_tt_1",6982680,1e+07,5.7
"Alone with Her ",78,"Eric Nicholas",0,"Jordana Spiro",262,"Ana Claudia Talancón",163,"Jonathon Trent",61,71,31,3228,509,244,"female nudity|female pubic hair|masturbation|panties|pubic hair",0," Black and White","Crime|Drama|Thriller",2006,"English","USA","Not Rated",1.85,"http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1",10018,1e+06,6.1
"September Dawn ",111,"Christopher Cain",58,"Jon Gries",482,"Taylor Handley",362,"Trent Ford",258,43,111,2618,1526,411,"massacre|mormon|settler|utah|wagon train",0,"Color","Drama|History|Romance|Western",2007,"","USA","R",1.85,"http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1",1066555,1.1e+07,5.8
"30 Minutes or Less ",83,"Ruben Fleischer",181,"Bianca Kajlich",731,"Dilshad Vadsaria",579,"Fred Ward",459,220,122,77935,1987,0,"bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal",3,"Color","Action|Comedy|Crime",2011,"English","Germany","R",2.35,"http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1",37053924,2.8e+07,6.1
"Resident Evil: Retribution ",96,"Paul W.S. Anderson",545,"Milla Jovovich",14000,"Boris Kodjoe",1000,"Bingbing Li",974,239,423,104831,17913,32000,"corporation|fight|rescue|umbrella|zombie",0,"Color","Action|Horror|Sci-Fi|Thriller",2012,"English","Germany","R",2.35,"http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1",42345531,6.5e+07,5.4
"A Better Life ",98,"Chris Weitz",129,"Demián Bichir",749,"Eddie 'Piolin' Sotelo",252,"Robert Peters",221,94,81,13174,2214,0,"gang|gardener|money|police|truck",0,"Color","Drama|Romance",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1",1754319,1e+07,7.2
"Burn After Reading ",96,"Ethan Coen",1000,"J.K. Simmons",24000,"Brad Pitt",11000,"Kevin Sussman",681,341,545,248468,36093,0,"cia|divorce|embassy|gym|memoir",0,"Color","Comedy|Drama",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1",60338891,3.7e+07,7
"Employee of the Month ",103,"Greg Coolidge",27,"Dane Cook",1000,"Danny Woodburn",809,"Jessica Simpson",534,85,151,37681,4441,0,"competition|date|employee|laser in eyes|slacker",2,"Color","Comedy|Romance",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1",28435406,1.2e+07,5.5
"Hollow Man ",119,"Paul Verhoeven",719,"Greg Grunberg",833,"Kim Dickens",624,"Joey Slotnick",423,180,628,101834,2356,0,"experiment|research|scientist|suburb|surrealism",0,"Color","Action|Horror|Sci-Fi|Thriller",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1",73209340,9.5e+07,5.7
"Vamps ",92,"Amy Heckerling",143,"Taylor Negron",1000,"Justin Kirk",945,"Ivan Sergei",613,54,42,7444,3086,0,"murder|new york city|one word title|vampire|vampire slayer",2,"Color","Comedy|Horror|Romance",2012,"English","USA","PG-13",1.78,"http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1",2964,1.6e+07,5.1
"Blue Jasmine ",98,"Woody Allen",11000,"Sally Hawkins",594,"Charlie Tahan",268,"Andrew Dice Clay",218,415,384,150082,1353,36000,"congenital liar|mental breakdown|self deception|snob|talking to oneself",1,"Color","Drama",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1",33404871,1.8e+07,7.3
"X-Men: First Class ",132,"Matthew Vaughn",905,"Jennifer Lawrence",34000,"Michael Fassbender",13000,"Oliver Platt",1000,500,698,518537,50983,54000,"cia|cia agent|mutant|nuclear war|professor",3,"Color","Action|Adventure|Sci-Fi",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1",146405371,1.6e+08,7.8
"The Next Best Thing ",99,"John Schlesinger",154,"Mark Valley",774,"Rupert Everett",692,"Illeana Douglas",347,86,162,9361,2498,378,"best friend|cartoon on tv|custody battle|gay|gay friend",1,"Color","Comedy|Drama|Romance",2000,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1",14983572,2.5e+07,4.7
"Gone with the Wind ",226,"Victor Fleming",149,"Hattie McDaniel",503,"George Reeves",384,"Thomas Mitchell",248,157,706,215340,1862,16000,"battle of the sexes|gallantry|honesty|indifference|scandal",1,"Color","Drama|History|Romance|War",1939,"English","USA","G",1.37,"http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1",198655278,3977000,8.2
"Letters from Iwo Jima ",141,"Clint Eastwood",16000,"Yuki Matsuzaki",378,"Kazunari Ninomiya",85,"Shidô Nakamura",78,251,316,132149,751,5000,"blood splatter|general|island|japan|world war two",0,"Color","Drama|History|War",2006,"Japanese","USA","R",2.35,"http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1",13753931,1.9e+07,7.9
"The Legend of Suriyothai ",300,"Chatrichalerm Yukol",6,"Sarunyu Wongkrachang",7,"Chatchai Plengpanich",6,"Mai Charoenpura",6,31,47,1666,32,124,"16th century|burmese|invasion|queen|thailand",3,"Color","Action|Adventure|Drama|History|War",2001,"Thai","Thailand","R",1.85,"http://www.imdb.com/title/tt0290879/?ref_=fn_tt_tt_1",454255,4e+08,6.6
"Enter the Void ",161,"Gaspar Noé",929,"Paz de la Huerta",488,"Emily Alyn Lind",289,"Olly Alexander",116,216,192,45449,943,23000,"drug deal|drugs|explicit sex|love|stripper",0,"Color","Drama|Fantasy",2009,"English","France","Not Rated",2.35,"http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1",336467,1.3e+07,7.3
"The Brothers McMullen ",98,"Edward Burns",0,"Shari Albert",138,"Michael McGlone",111,"Maxine Bahns",73,36,36,6375,388,265,"abusive father|critically acclaimed|loss of father|love|true love",0,"Color","Comedy|Drama|Romance",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0112585/?ref_=fn_tt_tt_1",10246600,25000,6.6
"Are We There Yet? ",95,"Brian Levant",32,"Nia Long",826,"Tracy Morgan",642,"Jay Mohr",563,75,149,22679,3558,773,"car fire|children|cockroach|independent film|new year",2,"Color","Adventure|Comedy|Family|Romance",2005,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1",82301521,3.2e+07,4.6
"Ip Man 3 ",105,"Wilson Yip",25,"Mike Tyson",461,"Lynn Hung",79,"Kwok-Kwan Chan",51,78,45,21912,615,12000,"1950s|cancer|hong kong|martial arts school|wing chun",0,"Color","Action|Biography|Drama|History",2015,"Cantonese","Hong Kong","PG-13",2.35,"http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1",2126511,3.6e+07,7.2
"Halloween II ",119,"Rob Zombie",0,"Scout Taylor-Compton",908,"Tyler Mane",764,"Margot Kidder",593,220,491,36372,3226,3000,"halloween|hospital|michael myers|rampage|vomiting",0,"Color","Horror",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1",33386128,1.5e+07,4.9
"Babylon A.D. ",101,"Mathieu Kassovitz",326,"Vin Diesel",14000,"Charlotte Rampling",844,"David Belle",510,164,214,81523,15990,0,"box office flop|convent|mercenary|new york|pregnant",0,"Color","Action|Adventure|Sci-Fi|Thriller",2008,"English","France","PG-13",2.35,"http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1",22531698,7e+07,5.6
"Shall We Dance ",106,"Peter Chelsom",23,"Lisa Ann Walter",1000,"Nick Cannon",593,"Omar Benson Miller",418,118,211,35508,2325,0,"dance|dance competition|dance lesson|love|teacher",2,"Color","Comedy|Drama|Romance",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1",57887882,5e+07,6.1
"Bad Company ",116,"Joel Schumacher",541,"Anthony Hopkins",12000,"Brooke Smith",405,"Garcelle Beauvais",384,128,189,39659,12993,792,"cia|cia agent|terrorist|twin|twin brother",2,"Color","Action|Adventure|Comedy|Thriller",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1",30157016,7e+07,5.6
"She's Gotta Have It ",88,"Spike Lee",0,"S. Epatha Merkerson",539,"Joie Lee",53,"Tracy Camilla Johns",46,26,26,4769,708,406,"female nudity|male model|nudity|rite of passage|sex",0," Black and White","Comedy|Romance",1986,"English","USA","R",1.85,"http://www.imdb.com/title/tt0091939/?ref_=fn_tt_tt_1",7137502,175000,6.5
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",81,"Miguel Arteta",44,"Bella Thorne",35000,"Steve Carell",7000,"Jennifer Garner",3000,119,85,29738,47677,12000,"bad day|based on book|birthday|job interview|long title",6,"Color","Comedy|Family",2014,"English","USA","PG",2.39,"http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1",66950483,2.8e+07,6.2
"The Imaginarium of Doctor Parnassus ",123,"Terry Gilliam",0,"Andrew Garfield",10000,"Lily Cole",785,"Verne Troyer",645,292,210,126307,11769,19000,"birthday|bridge|midget|rescue|sideshow",1,"Color","Adventure|Fantasy|Mystery",2009,"English","UK","PG-13",1.85,"http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1",7689458,4e+07,6.8
"The Loss of Sexual Innocence ",106,"Mike Figgis",81,"Kelly Macdonald",2000,"Saffron Burrows",811,"Julian Sands",687,31,70,2877,4343,111,"1950s|italian|murder|tunisia|vomiting",0,"Color","Drama",1999,"English","USA","R",1.78,"http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1",399793,4e+06,5.4
"The Children of Huang Shi ",125,"Roger Spottiswoode",55,"Radha Mitchell",991,"Guang Li",10,"Matthew Walker",2,67,33,8087,1003,1000,"british|communist|journalist|nurse|orphan",4,"Color","Drama|War",2008,"English","Australia","R",2.35,"http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1",1027749,4e+07,7.1
"Speed ",116,"Jan de Bont",101,"Keanu Reeves",18000,"Alan Ruck",946,"Joe Morton",780,114,373,260981,20966,0,"bomb|bus|elevator|explosive|rescue",0,"Color","Action|Adventure|Crime|Thriller",1994,"English","USA","R",2.35,"http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1",121248145,2.5e+07,7.2
"Paycheck ",119,"John Woo",610,"Ivana Milicevic",834,"Joe Morton",780,"Callum Rennie",716,196,347,89816,3637,0,"anti hero|babe scientist|engineer|memory|money",0,"Color","Action|Mystery|Sci-Fi|Thriller",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1",53789313,6e+07,6.3
"Civil Brand ",91,"Neema Barnette",21,"Monica Calhoun",597,"LisaRaye McCoy",485,"Clifton Powell",469,11,24,553,2555,86,"abuse of power|friendship|prison|prison guard|title directed by female",3,"Color","Crime|Drama|Thriller",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1",243347,5e+05,5.3
"The Fast and the Furious ",106,"Rob Cohen",357,"Paul Walker",23000,"Vin Diesel",14000,"Jordana Brewster",4000,187,988,272227,45327,14000,"eighteen wheeler|illegal street racing|truck|trucker|undercover cop",2,"Color","Action|Crime|Thriller",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1",144512310,3.8e+07,6.7
"Goal! The Dream Begins ",118,"Danny Cannon",41,"Sean Pertwee",722,"Kuno Becker",580,"Stephen Dillane",577,90,114,50919,2859,0,"barrio|border|newcastle united|party|soccer",0,"Color","Drama|Romance|Sport",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1",4280577,1e+07,6.8
"Super Size Me ",100,"Morgan Spurlock",293,"Chemeeka Walker",0,"Amanda Kearsan",0,"Amelia Giancarlo",0,193,404,85028,0,0,"experiment|fast food|food industry|meal|overeating",2,"Color","Comedy|Documentary|Drama",2004,"English","USA","PG",1.78,"http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1",11529368,65000,7.3
"Inside Man ",129,"Spike Lee",0,"Denzel Washington",18000,"James Ransone",412,"Peter Gerety",277,230,646,273108,19148,0,"bank|detective|negotiation|police|robber",2,"Color","Crime|Drama|Mystery|Thriller",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1",88504640,4.5e+07,7.6
"Disturbing Behavior ",84,"David Nutter",119,"Bruce Greenwood",989,"Ethan Embry",982,"Katharine Isabelle",918,96,237,17328,4660,673,"blue ribbon|high school|jacket|jock|yogurt",3,"Color","Horror|Mystery|Sci-Fi|Thriller",1998,"English","Australia","R",1.85,"http://www.imdb.com/title/tt0134619/?ref_=fn_tt_tt_1",17411331,1.5e+07,5.5
"Tango ",115,"Carlos Saura",98,"Mía Maestro",341,"Juan Luis Galiardo",26,"Miguel Ángel Solá",4,35,40,2412,371,539,"dancer|director|love|musical filmmaking|tango",3,"Color","Drama|Musical",1998,"Spanish","Spain","PG-13",2,"http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1",1687311,7e+08,7.2
"Interview with the Vampire: The Vampire Chronicles ",123,"Neil Jordan",277,"Brad Pitt",11000,"Tom Cruise",10000,"Kirsten Dunst",4000,120,406,239752,25697,11000,"betrayal|dangerous friend|gothic|monster as victim|vampire",0,"Color","Drama|Fantasy|Horror",1994,"English","USA","R",1.85,"http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1",105264608,6e+07,7.6
"The Avengers ",173,"Joss Whedon",0,"Chris Hemsworth",26000,"Robert Downey Jr.",21000,"Scarlett Johansson",19000,703,1722,995415,87697,123000,"alien invasion|assassin|battle|iron man|soldier",3,"Color","Action|Adventure|Sci-Fi",2012,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1",623279547,2.2e+08,8.1
"Finishing the Game: The Search for a New Bruce Lee ",84,"Justin Lin",681,"Monique Gabriela Curnen",239,"Jake Sandvig",172,"Joe McQueen",143,35,12,1656,734,155,"bruce lee|jeet kune do|karate|satire|spoof",0,"Color","Comedy",2007,"English","USA","Not Rated",1.85,"http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1",52850,5e+05,6.2
"Elektra ",100,"Rob Bowman",38,"Jennifer Garner",3000,"Cary-Hiroyuki Tagawa",1000,"Goran Visnjic",1000,196,380,71202,7048,0,"assassin|battle|heroine|martial arts|spin off",0,"Color","Action|Crime|Fantasy|Thriller",2005,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1",24407944,4.3e+07,4.8
"In the Land of Women ",97,"Jon Kasdan",21,"Kristen Stewart",17000,"Elena Anaya",1000,"Dustin Milligan",499,81,74,27689,20312,1000,"actress|love|michigan|neighbor|writer",0,"Color","Comedy|Drama|Romance",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1",11043445,1e+07,6.5
"The Damned United ",98,"Tom Hooper",0,"Stephen Graham",1000,"Mark Bazeley",54,"Maurice Roëves",27,145,75,32307,1163,0,"cup|derby county|flashback|football|leeds united",2,"Color","Biography|Drama|Sport",2009,"English","UK","R",1.85,"http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1",449558,1e+07,7.6
"Dark Blue ",118,"Ron Shelton",41,"Khandi Alexander",556,"Dash Mihok",463,"Michael Michele",274,71,125,17261,1873,455,"corrupt|criminal|investigation|lapd|police",1,"Color","Crime|Drama|Romance|Thriller",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1",9059588,1.5e+07,6.6
"Stuck on You ",118,"Bobby Farrelly",101,"Matt Damon",13000,"Terence Bernie Hines",390,"Seymour Cassel",327,123,154,44453,14036,0,"actor|conjoined twins|cook|internet|short order cook",2,"Color","Comedy",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1",33828318,5.5e+07,5.8
"The Adventures of Ford Fairlane ",104,"Renny Harlin",212,"Lauren Holly",879,"Gilbert Gottfried",560,"David Patrick Kelly",380,48,113,14429,2795,2000,"detective|groupie|murder|music industry|rock n roll",5,"Color","Action|Adventure|Comedy|Crime|Music|Mystery",1990,"English","USA","R",2.35,"http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1",21413502,4e+07,6.3
"Earth to Echo ",91,"Dave Green",13,"Teo Halm",803,"Ella Wahlestedt",587,"Jason Gray-Stanford",140,112,149,15664,1921,0,"alien|bar|construction worker|no opening credits|no title at beginning",0,"Color","Adventure|Family|Sci-Fi",2014,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1",38916903,1.3e+07,5.8
"Man of Steel ",143,"Zack Snyder",0,"Henry Cavill",15000,"Christopher Meloni",3000,"Harry Lennix",748,733,2536,548573,20495,118000,"based on comic book|british actor playing american character|final battle|origin of hero|reboot",0,"Color","Action|Adventure|Fantasy|Sci-Fi",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0770828/?ref_=fn_tt_tt_1",291021565,2.25e+08,7.2
"300 ",117,"Zack Snyder",0,"Gerard Butler",18000,"Michael Fassbender",13000,"Vincent Regan",447,460,2073,607235,32360,13000,"battle|epic|greece|spartan|warrior",0,"Color","Action|Drama|Fantasy|War",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1",210592590,6.5e+07,7.7
"Snow White and the Huntsman ",132,"Rupert Sanders",274,"Chris Hemsworth",26000,"Kristen Stewart",17000,"Sam Claflin",11000,416,710,228554,72881,53000,"evil queen|fairy tale|magic|queen|snow white",0,"Color","Action|Adventure|Drama|Fantasy",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1",155111815,1.7e+08,6.1
"Witness ",112,"Peter Weir",608,"Harrison Ford",11000,"Viggo Mortensen",10000,"Lukas Haas",733,83,175,66966,22479,0,"amish|love|murder|police|train",1,"Color","Crime|Drama|Romance|Thriller",1985,"English","USA","R",1.85,"http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1",65500000,1.2e+07,7.4
"Final Destination 2 ",90,"David R. Ellis",160,"Sarah Carter",748,"Michael Landes",439,"Keegan Connor Tracy",392,175,472,120786,3172,0,"car accident|death|freak accident|hospital|premonition",0,"Color","Horror|Thriller",2003,"English","USA","R",1.85,"http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1",46455802,2.6e+07,6.2
"Apocalypto ",139,"Mel Gibson",0,"Rudy Youngblood",708,"Dalia Hernández",78,"Jonathan Brewer",19,283,1043,236000,848,14000,"jaguar|mayan|solar eclipse|tribe|village",0,"Color","Action|Adventure|Drama|Thriller",2006,"Maya","USA","R",1.85,"http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1",50859889,4e+07,7.8
"Inception ",148,"Christopher Nolan",22000,"Leonardo DiCaprio",29000,"Tom Hardy",27000,"Joseph Gordon-Levitt",23000,642,2803,1468200,81115,175000,"ambiguous ending|corporate espionage|dream|subconscious|thief",0,"Color","Action|Adventure|Sci-Fi|Thriller",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1",292568851,1.6e+08,8.8
"As Above, So Below ",93,"John Erick Dowdle",66,"Ben Feldman",1000,"Edwin Hodge",200,"Perdita Weeks",161,196,211,49948,1410,14000,"archeologist|catacomb|found footage|paris france|philosopher's stone",0,"Color","Horror|Mystery|Thriller",2014,"English","USA","R",1.85,"http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1",21197315,5e+06,6.1
"Joe Dirt ",91,"Dennie Gordon",29,"Brittany Daniel",861,"Erik Per Sullivan",593,"Fred Ward",459,78,205,41664,2543,0,"first part|grand canyon|highway travel|indian|janitor",0,"Color","Adventure|Comedy|Drama",2001,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1",27087695,17700000,5.9
"Salvation Boulevard ",96,"George Ratliff",3,"Jim Gaffigan",472,"Cree Kelly",39,"Mike Eshaq",38,48,31,3788,561,1000,"cross|doused with gasoline|pastor|security guard|shower",5,"Color","Action|Comedy|Drama|Thriller",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1",27445,9e+06,5.3
"Maid in Manhattan ",105,"Wayne Wang",61,"Bob Hoskins",5000,"Frances Conroy",827,"Natasha Richardson",708,114,242,68417,7184,0,"hotel|maid|new york city|place name in title|the bronx",2,"Color","Comedy|Drama|Romance",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1",93815117,5.5e+07,5.1
"A Nightmare on Elm Street 3: Dream Warriors ",88,"Chuck Russell",55,"John Saxon",506,"Heather Langenkamp",449,"Jennifer Rubin",150,131,311,49820,1584,0,"dream|freddy krueger|killer|nightmare|springwood ohio",0,"Color","Action|Fantasy|Horror|Thriller",1987,"English","USA","X",1.85,"http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1",44793200,4500000,6.6
